video_id,comment,clean_comment,label,label_id
2YHfX7PzVNM,PEMERINTAH KONOHA GW GAK SETUJU KALO YOTUB TIKTOK DAN LAINYA DI BLOKIR DAN DI BATASI,pemerintah konoha gw gak setuju kalo yotub tiktok dan lainya di blokir dan di batasi,negative,0
aZEtsruDoQc,Dah lah pasti di YouTube gak bakal rame sih kalau ada yang buat video soalnya Ya pada dilarang semua lah yang umurnya dibawah 16 tahun,dah lah pasti di youtube gak bakal rame sih kalau ada yang buat video soalnya ya pada dilarang semua lah yang umurnya dibawah 16 tahun,negative,0
viGBwFO3nDA,Gw kelahiran 2010 tapi bulan oktober:<br>Nanggung Amat Dah,gw kelahiran 2010 tapi bulan oktobernanggung amat dah,negative,0
p8p-sAq_hhI,terus korupsi ga diurusin kocak banget ah,terus korupsi ga diurusin kocak banget ah,neutral,1
2YHfX7PzVNM,"Omon-omon doang, pembatasan itu dr sikap orang tua langsung",omonomon doang pembatasan itu dr sikap orang tua langsung,negative,0
KFR9jjVi1D4,setuju,setuju,positive,2
lM-QZ4uCXuk,Aku umur 8 Roblox jangan dong semua anak anak bisa bunuh diri aku di jurang ini ada kesempatan,aku umur 8 roblox jangan dong semua anak anak bisa bunuh diri aku di jurang ini ada kesempatan,negative,0
LSrWXE05LNY,Aku anak kecil aku tak setuju,aku anak kecil aku tak setuju,negative,0
OBb8iLYgMu4,Aku gak setuju,aku gak setuju,negative,0
QDj0g7Xw2rg,Waktunya kita demo menyuarakan suara rakyat apa itu pembatasan kita sebagai rakyat juga harus merasakan YouTube dan Roblox,waktunya kita demo menyuarakan suara rakyat apa itu pembatasan kita sebagai rakyat juga harus merasakan youtube dan roblox,negative,0
QDj0g7Xw2rg,Apasih kalo kami kok di blokir memang apa salahnya jika kami bikin vidio  gak lucu ajingggg,apasih kalo kami kok di blokir memang apa salahnya jika kami bikin vidio gak lucu ajingggg,negative,0
tuaZNgn2rcc,"Ini lah senjata y yahudi untuk membodohi anak2 juga penerus bangsa negri tercinta ini ...baru terasa y efek digital🤣🤣🤣sampean ingat waktu jaman kopid knpa anak2 tidak boleh ke sekolah,tus belajar dng apa dan siapa yg membolehkan dan memperkenalkan digital bahkan kalian mempasilitasi internet gratis untuk anak2...",ini lah senjata y yahudi untuk membodohi anak2 juga penerus bangsa negri tercinta ini baru terasa y efek digitalsampean ingat waktu jaman kopid knpa anak2 tidak boleh ke sekolahtus belajar dng apa dan siapa yg membolehkan dan memperkenalkan digital bahkan kalian mempasilitasi internet gratis untuk anak2,negative,0
RsKRrIp--Mg,Dahlah GK bisa ngonten 🗿lagi,dahlah gk bisa ngonten lagi,negative,0
V_mvjaonG-w,"Anak jangan diberikan hp kalo belum waktunya . <br>Takutnya entr pas gedenya maunya hp hp dan hp trs, kalo rusak dan tidak ada kuota ngotot marah&quot;, mending Anda kasih tau jg sama pihak Televisi, buat kasih tontonan kartun yang lebih banyak, sinetronnya dikurangi, knp? Biar anak&quot; betah nonton tv kyk anak jaman dulu yang isinya penuh dengan kartun .<br><br>Begitu dari saya",anak jangan diberikan hp kalo belum waktunya takutnya entr pas gedenya maunya hp hp dan hp trs kalo rusak dan tidak ada kuota ngotot marah mending anda kasih tau jg sama pihak televisi buat kasih tontonan kartun yang lebih banyak sinetronnya dikurangi knp biar anak betah nonton tv kyk anak jaman dulu yang isinya penuh dengan kartun begitu dari saya,positive,2
dVTaBKZLsds,Ok!! Sangat setuju karena..?? Sangat mempengaruhi moralitas anak kita? Kedepan dan budaya sopan santun terancam puna akibat pengaruh mensos!! Jadi saya sangat setuju.&quot;,ok sangat setuju karena sangat mempengaruhi moralitas anak kita kedepan dan budaya sopan santun terancam puna akibat pengaruh mensos jadi saya sangat setuju,positive,2
fX2bE5ecHy4,yang bilang setuju fix gk waras masa orang mau nonton gk boleh perundungan lah cyber bulliying lah gk semua kayak gitu masa yang salah siapa yang kena juga siapa,yang bilang setuju fix gk waras masa orang mau nonton gk boleh perundungan lah cyber bulliying lah gk semua kayak gitu masa yang salah siapa yang kena juga siapa,negative,0
aZEtsruDoQc,"Eh pikirin judol dulu baru peraturan itu dan kami anak² tidak setuju medsos ,roblox di batasin apa lagi sekarang anak anak main sosmed jadi jangan seenak jidat lu kalau ngomong",eh pikirin judol dulu baru peraturan itu dan kami anak tidak setuju medsos roblox di batasin apa lagi sekarang anak anak main sosmed jadi jangan seenak jidat lu kalau ngomong,negative,0
Hy5rx58GES4,"Ini program bagus,kalau bnran jd",ini program baguskalau bnran jd,positive,2
_M85Z0Beq_g,Aku gak setujuuuuuuu,aku gak setujuuuuuuu,negative,0
fX2bE5ecHy4,"Setuju,,apalagi aplikasi tiktok",setujuapalagi aplikasi tiktok,positive,2
2YHfX7PzVNM,"Usul kalau daftar sosmed pakai nik, jadi orang umur 17 tahun bisa bikin account sosmed",usul kalau daftar sosmed pakai nik jadi orang umur 17 tahun bisa bikin account sosmed,positive,2
dVTaBKZLsds,Kembali Ke Jaman Batu.<br>Jaman Tanpa Internet.,kembali ke jaman batujaman tanpa internet,negative,0
KIH6ZXRp9g0,Ini baru kebijakan yg kreen n melindungi generasi bangsa,ini baru kebijakan yg kreen n melindungi generasi bangsa,positive,2
JrCe8CVR1KY,Demo aja ak gk setuju,demo aja ak gk setuju,negative,0
cqVq6jZn0CM,ITU PERATURAN ROBLOX DI NONAKTIFIN HARUS DI BATAL PLISS AKU MOHON,itu peraturan roblox di nonaktifin harus di batal pliss aku mohon,negative,0
RsKRrIp--Mg,woi anjing ini anak kecil juga lama lama gini demo nih 😡😡😡😡😡😡😡,woi anjing ini anak kecil juga lama lama gini demo nih,negative,0
LSrWXE05LNY,Kelakuannya macam koruptor sih,kelakuannya macam koruptor sih,negative,0
RsKRrIp--Mg,Yuk para bocil demo demo harus nya korupsi aja jangan blokir pemerintah tolol,yuk para bocil demo demo harus nya korupsi aja jangan blokir pemerintah tolol,negative,0
QDj0g7Xw2rg,Yang di block jangan sosmed mending judol,yang di block jangan sosmed mending judol,negative,0
lM-QZ4uCXuk,Yah mau nangis,yah mau nangis,negative,0
aZEtsruDoQc,Tapi kalo udah umur 17 tahun akun Roblox kita kembali kah,tapi kalo udah umur 17 tahun akun roblox kita kembali kah,neutral,1
fX2bE5ecHy4,"Seharusnya sih dibatasi bu,,, biar anak bisa main medsos untuk hiburan dan dibatasi untuk untuk hiburan mereka aja sih.",seharusnya sih dibatasi bu biar anak bisa main medsos untuk hiburan dan dibatasi untuk untuk hiburan mereka aja sih,positive,2
KFR9jjVi1D4,"Wajar sih yang komentar anak di bawah 16 tahun, jadi gak paham yang di maksud, dan gak ada dengar apa yang di kasi tau..",wajar sih yang komentar anak di bawah 16 tahun jadi gak paham yang di maksud dan gak ada dengar apa yang di kasi tau,neutral,1
fX2bE5ecHy4,"Kenapa baru sekarang sih diterapkan nya hadeh 😮‍💨🤦, mosok kalah sama negara lain yang udah duluan",kenapa baru sekarang sih diterapkan nya hadeh mosok kalah sama negara lain yang udah duluan,negative,0
QDj0g7Xw2rg,hoax ini ya kalau benar itu tinggal pakai hp ortu kan bisa,hoax ini ya kalau benar itu tinggal pakai hp ortu kan bisa,neutral,1
aZEtsruDoQc,Kami sangat sangat tidak setuju karena Indonesia adalah salah satu negara yang memiliki banyak anak berhobi bermain Roblox dan medsos,kami sangat sangat tidak setuju karena indonesia adalah salah satu negara yang memiliki banyak anak berhobi bermain roblox dan medsos,negative,0
lM-QZ4uCXuk,Aku punya saran ya anak anak boleh medsos kenapa GK begini aja jika ada vidio yg tidak pantas itu di hapus dari Indonesia dan apa bila anak anak ketik kata kasar di sensor seperti Roblox dan juga Roblox itu udah ketat dan udah ada peraturan verifikasi wajah dan  KTP dan Roblox juga udah di pisah akun anak dan akun remaja dari aturan tersebut dan juga Roblox kan geme anak anak dan Roblox itu buat kreasi geme ringan dan mempelajari ilmu dan pengalaman jadi itu aja si saran ku jika ada salah maaf,aku punya saran ya anak anak boleh medsos kenapa gk begini aja jika ada vidio yg tidak pantas itu di hapus dari indonesia dan apa bila anak anak ketik kata kasar di sensor seperti roblox dan juga roblox itu udah ketat dan udah ada peraturan verifikasi wajah dan ktp dan roblox juga udah di pisah akun anak dan akun remaja dari aturan tersebut dan juga roblox kan geme anak anak dan roblox itu buat kreasi geme ringan dan mempelajari ilmu dan pengalaman jadi itu aja si saran ku jika ada salah maaf,negative,0
vk2Ynj24qNA,Minimal pikir lah masa kami kerja keras mencapai tujuan itu gk mudah woy pikir lh jgn cuma ngomong doang,minimal pikir lah masa kami kerja keras mencapai tujuan itu gk mudah woy pikir lh jgn cuma ngomong doang,negative,0
R1hQwelEGvU,Terus aku mau jadi YouTuber gimana caranya,terus aku mau jadi youtuber gimana caranya,negative,0
lM-QZ4uCXuk,Sekolah gua hampir pake youtube semua nih gmn lah ini nanti 😢,sekolah gua hampir pake youtube semua nih gmn lah ini nanti,negative,0
C8XBDjbPNNU,Pemerintah gak ada otak gak semua nya kayak gitu 😡,pemerintah gak ada otak gak semua nya kayak gitu,negative,0
nVMFsgHRcnY,"anak anak udah lebih pinter , kalopun di batasi tetep ada cara lain",anak anak udah lebih pinter kalopun di batasi tetep ada cara lain,neutral,1
V_mvjaonG-w,Secepatnya...16 tahun kebawah stop akun media sosial..&quot;,secepatnya16 tahun kebawah stop akun media sosial,positive,2
p8p-sAq_hhI,kalau anak anak nya bikin akun usia nya di set 18 tahun bisa dong apalagi anak anak sekarang pintar percuma dong program pemerintah kecuali pas daftar akun pake ktp baru manjur,kalau anak anak nya bikin akun usia nya di set 18 tahun bisa dong apalagi anak anak sekarang pintar percuma dong program pemerintah kecuali pas daftar akun pake ktp baru manjur,negative,0
V_mvjaonG-w,"Amerika Eropa aja bebas main medsos malah jadi negara maju , lah indo kalo anak di batasi ntar gaptek kapan maju nya ini negara",amerika eropa aja bebas main medsos malah jadi negara maju lah indo kalo anak di batasi ntar gaptek kapan maju nya ini negara,negative,0
V_mvjaonG-w,Kami sebagai ortu <br>Sangat mendukung,kami sebagai ortu sangat mendukung,positive,2
vk2Ynj24qNA,Hahaha kita yg di urusin<br>Mending urusin koruptor dulu sana,hahaha kita yg di urusinmending urusin koruptor dulu sana,neutral,1
LSrWXE05LNY,Gays tau apa yang kita lakukan Yap betul yaitu demo gas Ken demo ✊🏻🔥,gays tau apa yang kita lakukan yap betul yaitu demo gas ken demo,negative,0
19eKDDkJt6w,pliss jangan di blokir roblox 😭😭😭😭,pliss jangan di blokir roblox,negative,0
viGBwFO3nDA,"Atura bukan di blokir, tapi dibatasi",atura bukan di blokir tapi dibatasi,neutral,1
fX2bE5ecHy4,"Saya sejujurnya setuju dengan aturan ini, tapi menurut saya Roblox itu jangan sepenuhnya di blokir untuk anak dibawah 16 tahun, kalau bisa di batasi saja, karena Roblox dari awal dibuat untuk anak², Roblox juga punya aturan seperti parental control, dll",saya sejujurnya setuju dengan aturan ini tapi menurut saya roblox itu jangan sepenuhnya di blokir untuk anak dibawah 16 tahun kalau bisa di batasi saja karena roblox dari awal dibuat untuk anak roblox juga punya aturan seperti parental control dll,positive,2
QDj0g7Xw2rg,"GAK GW GAK TERIMA KITA CUMA ANAK KECIL YANG INGIN MENGETAHUI MEDSOS ATAU INTERNET. KENAPA!? APA DOSA KAMI KEPADA MEREKA? APA!?  GAK USAH SAMPE DI KAYA GINI IN!! ANAK INDONESIA MEMANG AKTIF PADA MEDSOS TAPI CARA NYA GAK GINI JUGA. BANYAK YANG NANGIS SAMPE ADA YANG BANTING HP DAN LAIN LAIN!? HARUS KAH HAH HARUS?? <br>JUDOL AJA GAK DI HAPUS, GW UDAH MUAK MUAK MUAK!! GIMANA MAU JADI NEGARA MAJU KALO PEMERINTAHAN NYA KAYA, GINI UDAH KORUPSI UANG RAKYAT MBG MAKANAN RACUN GRATIS DAN MASIH BANYAK LAGI LAGI LANJUTIN AJA GAPAPA GAPAPA LANJUT!?",gak gw gak terima kita cuma anak kecil yang ingin mengetahui medsos atau internet kenapa apa dosa kami kepada mereka apa gak usah sampe di kaya gini in anak indonesia memang aktif pada medsos tapi cara nya gak gini juga banyak yang nangis sampe ada yang banting hp dan lain lain harus kah hah harus judol aja gak di hapus gw udah muak muak muak gimana mau jadi negara maju kalo pemerintahan nya kaya gini udah korupsi uang rakyat mbg makanan racun gratis dan masih banyak lagi lagi lanjutin aja gapapa gapapa lanjut,negative,0
cqVq6jZn0CM,Setuju penon aktifkan,setuju penon aktifkan,positive,2
2BdXibzPPyc,Plis yutube jangan kalo mau tiktok noh uis mengerikan sarang monyet 🗿,plis yutube jangan kalo mau tiktok noh uis mengerikan sarang monyet,negative,0
lM-QZ4uCXuk,Bravo ibu KOMONDIGI ....<br>Mengurangi segala nya ...demi masa depan anak ....sangat setuju,bravo ibu komondigi mengurangi segala nya demi masa depan anak sangat setuju,positive,2
viGBwFO3nDA,kalau mau blokir akun medsos jangan YouTube lah kami mau nonton apa televisi kalau gak punya gimana. lu tinggal ngomong doang kalau lu jadi anak yang umurnya dibawah 16 tahun pasti gak terima,kalau mau blokir akun medsos jangan youtube lah kami mau nonton apa televisi kalau gak punya gimana lu tinggal ngomong doang kalau lu jadi anak yang umurnya dibawah 16 tahun pasti gak terima,negative,0
RsKRrIp--Mg,Nooooooooooooooooo,nooooooooooooooooo,negative,0
19eKDDkJt6w,"Eh pemerintah tolol, lu nggak ngurusin korupsi atau penjudi gak? Lu itu tolol banget kaya anak-anak, masa roblox mau dinonaktifkan mikir dulu kids😡😡😡😡😡",eh pemerintah tolol lu nggak ngurusin korupsi atau penjudi gak lu itu tolol banget kaya anakanak masa roblox mau dinonaktifkan mikir dulu kids,negative,0
viGBwFO3nDA,gw yg tahun ini 15 thn;nanggung amat woylah🤬,gw yg tahun ini 15 thnnanggung amat woylah,negative,0
_M85Z0Beq_g,Capek pemerintah dihina sama bocil bocil wkwk jadi di blokir,capek pemerintah dihina sama bocil bocil wkwk jadi di blokir,neutral,1
p8p-sAq_hhI,Judol noh diurusin banyak orang stres karena judol,judol noh diurusin banyak orang stres karena judol,negative,0
0Sa4S97M-uM,Judol blokir juga lah pemerintah dongo🤣🤫😬,judol blokir juga lah pemerintah dongo,neutral,1
lM-QZ4uCXuk,SETUJU. KAPAN MULAI?,setuju kapan mulai,positive,2
TdyE62mSXx0,Ya merati gua gak bisa bikin vidio lagi dong,ya merati gua gak bisa bikin vidio lagi dong,neutral,1
2YHfX7PzVNM,"goblok banget, jelas banget media sosial bukan dipake cuman buat dimainin doang tpi buat nyari informasi, apalagi bagi pelajar krusial banget media sosial terutama youtube",goblok banget jelas banget media sosial bukan dipake cuman buat dimainin doang tpi buat nyari informasi apalagi bagi pelajar krusial banget media sosial terutama youtube,negative,0
TdyE62mSXx0,Kalian menghancurkan kebahagiaan,kalian menghancurkan kebahagiaan,negative,0
_M85Z0Beq_g,"Siapa yg mau ikut demo ke pemerintah?<br>👇Bawa senjata juga yah <br>Edit: Senjata: Batu, pistol  dan lain lainnya ke Komdigi",siapa yg mau ikut demo ke pemerintahbawa senjata juga yah edit senjata batu pistol dan lain lainnya ke komdigi,negative,0
0Sa4S97M-uM,"Bodoh. Ini adalah tanggung jawab orang tua untuk mengawasi anaknya, bukan pemerintah. Selanjutnya yang terjadi adalah kita semua harus melalui proses age verification yg akan memanen data pribadi untuk dijual ke Amerika. Di saat negara2 lain menolak campur tangan pemerintah, kita malah Alhamdulillah.",bodoh ini adalah tanggung jawab orang tua untuk mengawasi anaknya bukan pemerintah selanjutnya yang terjadi adalah kita semua harus melalui proses age verification yg akan memanen data pribadi untuk dijual ke amerika di saat negara2 lain menolak campur tangan pemerintah kita malah alhamdulillah,negative,0
LFfRhLKHdJA,Cara pengawasannya gimana? Yg melanggar dilaporin kemana? Pertanyaan2 ini nawaitunya agar aturan ini efektif.,cara pengawasannya gimana yg melanggar dilaporin kemana pertanyaan2 ini nawaitunya agar aturan ini efektif,positive,2
R1hQwelEGvU,LAH NGATUR,lah ngatur,negative,0
aZEtsruDoQc,Heh  kita kalo nonton YouTube yg baik baik kalo gw nontonya sejarah ilmu edukasi kalo YouTube di ban kita cari ilmunya dari mana sekolah belum lengkap cerita sejarahnya ini sedang menuju indonesia emas atau sedang menuju indonesia (c)emas,heh kita kalo nonton youtube yg baik baik kalo gw nontonya sejarah ilmu edukasi kalo youtube di ban kita cari ilmunya dari mana sekolah belum lengkap cerita sejarahnya ini sedang menuju indonesia emas atau sedang menuju indonesia cemas,negative,0
viGBwFO3nDA,Mendingan anak yang balita aja yang dinonaktifkan akunya karna kalo kita udah bukan balita pasti kita bakal tau mana yang baik dan buruk karna udah bisa mandiri terus malah udah banyak yang bikin Vidio edukasi kayak gua gua umur 10 tahun tapi gua dibawah 16 tahun apakah aku bisa membedakan mana yang baik dan buruk tentu saja bisa intinya kita yang dibawah 16 tahun akan nonton yt kids,mendingan anak yang balita aja yang dinonaktifkan akunya karna kalo kita udah bukan balita pasti kita bakal tau mana yang baik dan buruk karna udah bisa mandiri terus malah udah banyak yang bikin vidio edukasi kayak gua gua umur 10 tahun tapi gua dibawah 16 tahun apakah aku bisa membedakan mana yang baik dan buruk tentu saja bisa intinya kita yang dibawah 16 tahun akan nonton yt kids,negative,0
0Sa4S97M-uM,tar lg wfh sekolah daring aturan koplak gmna mau cerdas dr awal sudah d bodohi lebih parah dr penjajah belanda KOM ODGJ...,tar lg wfh sekolah daring aturan koplak gmna mau cerdas dr awal sudah d bodohi lebih parah dr penjajah belanda kom odgj,negative,0
tuaZNgn2rcc,Oke dibatasi 16tahun kebawah tapi jika orang tua membuat akun atau memberi akun orangtua kepada anaknya Justru berbahaya jika anak2 diberi akun dewasa oleh orang tua. Sosmed menganggap pengguna sudah dewasa dan akan banyak menampilkan konten yg tidak pantas.,oke dibatasi 16tahun kebawah tapi jika orang tua membuat akun atau memberi akun orangtua kepada anaknya justru berbahaya jika anak2 diberi akun dewasa oleh orang tua sosmed menganggap pengguna sudah dewasa dan akan banyak menampilkan konten yg tidak pantas,positive,2
0Sa4S97M-uM,Anak yang di eksploitasi buat konten <br>Juga batasi akunnya.,anak yang di eksploitasi buat konten juga batasi akunnya,positive,2
NzMXdwZm8B0,Nggak jelas banget 😡😡😡😡😡😡😡😡😡 pemerintah Thai,nggak jelas banget pemerintah thai,negative,0
aZEtsruDoQc,Plis mbak saya butuh semua itu Karana anak saya cari duit untuk beli beras karna kita orang biasa plissss🙏🏻🙏🏻🙏🏻🙏🏻,plis mbak saya butuh semua itu karana anak saya cari duit untuk beli beras karna kita orang biasa plissss,negative,0
p8p-sAq_hhI,Mending kehilangan medsos ketimbang kehilangan masa depan,mending kehilangan medsos ketimbang kehilangan masa depan,positive,2
fX2bE5ecHy4,Co yt di blokir mau nonton apa jadi yt kids adanya cocmelon jir😭😭😭😭,co yt di blokir mau nonton apa jadi yt kids adanya cocmelon jir,negative,0
iLERE4VmtZc,Bgusss pk langsung praktekan....kasih anak ilmu sain..kimia mate fisika biar pnter,bgusss pk langsung praktekankasih anak ilmu sainkimia mate fisika biar pnter,positive,2
tuaZNgn2rcc,setuju banget,setuju banget,positive,2
LSrWXE05LNY,Jangan kayak gitu YouTube Facebook dan tiktok jangan dihapus itu konten orang tuaku Roblox gak papa umurku 20 tahun,jangan kayak gitu youtube facebook dan tiktok jangan dihapus itu konten orang tuaku roblox gak papa umurku 20 tahun,negative,0
R1hQwelEGvU,Gak setuju,gak setuju,negative,0
C8XBDjbPNNU,"yg lbih tepat yaitu,pemerinah membuat aturan krja sama dngn pihak medsos mewajibkn dptar ulang pke nik ktp",yg lbih tepat yaitupemerinah membuat aturan krja sama dngn pihak medsos mewajibkn dptar ulang pke nik ktp,positive,2
JrCe8CVR1KY,Trs kita klo misal mau ngerjain pr gmn klo gk ada ortu?,trs kita klo misal mau ngerjain pr gmn klo gk ada ortu,negative,0
KFR9jjVi1D4,"Wah, tanggal aturan berlaku nya malah pas banget aku ulang tahun ke 17",wah tanggal aturan berlaku nya malah pas banget aku ulang tahun ke 17,neutral,1
OTk4HFU-xn8,Jangan kasih Hp sebelum anak masuk SMA ( Saya sangat setuju )jd tidak pakai di rumah atau sekolah<br>Namun orang tua juga harus beri contoh,jangan kasih hp sebelum anak masuk sma saya sangat setuju jd tidak pakai di rumah atau sekolahnamun orang tua juga harus beri contoh,positive,2
p8p-sAq_hhI,"Nyawit nih orang😒<br>Dahlah lahan buat kita main dibikin lahan pembangunan, sekarang hiburan kita satu²nya diblokir coba",nyawit nih orangdahlah lahan buat kita main dibikin lahan pembangunan sekarang hiburan kita satunya diblokir coba,negative,0
iLERE4VmtZc,Segerakan<br>Jangan omon omon lg,segerakanjangan omon omon lg,positive,2
19eKDDkJt6w,Setuju kalo pemerintah itu jahat<br>👇<br>👇<br>👇<br>👇,setuju kalo pemerintah itu jahat,negative,0
fX2bE5ecHy4,Kalo whatsaap enggak kan soalnya buat  wa sama mamah ku mamah sama ayah ku kerja dimalaysia😢😢😢😢😢,kalo whatsaap enggak kan soalnya buat wa sama mamah ku mamah sama ayah ku kerja dimalaysia,neutral,1
p8p-sAq_hhI,good🎉,good,positive,2
Hy5rx58GES4,Sangat sangat setuju...,sangat sangat setuju,positive,2
dVTaBKZLsds,"YouTube katanya juga diblokir, tapi menurut itu berlebihan (dibagian YouTube) soalnya ada beberapa anak sekolah mengunakan YouTube sebagai bahan pembelajaran contoh seni dan kerajinan!",youtube katanya juga diblokir tapi menurut itu berlebihan dibagian youtube soalnya ada beberapa anak sekolah mengunakan youtube sebagai bahan pembelajaran contoh seni dan kerajinan,negative,0
DfYhY-bKsZI,"Klo dihapus demo gak sihhh, yg demo kumpul<br>👇",klo dihapus demo gak sihhh yg demo kumpul,negative,0
LSrWXE05LNY,Anak-anak kayak mana nontonnya,anakanak kayak mana nontonnya,negative,0
OBb8iLYgMu4,Lu itu sokngatur 🤬🤬🤬🤬🤬🤬💩,lu itu sokngatur,negative,0
R1hQwelEGvU,"Good job! walaupun hasilnya seperti apa setidaknya negara hadir dalam hal ini. Oya selain medsos juga knalpot brong yg dipasang di motor yg mana banyak anak abg bahkan di bawah umur kebut kebutan dan mengganggu ketenangan dan hak masyarakat untuk dapat hidup nyaman di lingkungannya. Knalpot brong harus diberantas melalui kerjasama Menkeu, Mendag dan Kepolisian, toko toko spare part dan bengkel bengkel harus dikenakan sanksi dan denda yg jika dihitung lumayan utk pemasukan negara. Razia di rumah rumah kontrakan dan kost itu banyak motor knalpot brong di sana. Pasang mata mata memantau toko spare part dan bengkel yg memasang knalpot brong, lumayan hasilnya untuk pemasukan negara sekalian memberantas hal hal mudarat di masyarakat.",good job walaupun hasilnya seperti apa setidaknya negara hadir dalam hal ini oya selain medsos juga knalpot brong yg dipasang di motor yg mana banyak anak abg bahkan di bawah umur kebut kebutan dan mengganggu ketenangan dan hak masyarakat untuk dapat hidup nyaman di lingkungannya knalpot brong harus diberantas melalui kerjasama menkeu mendag dan kepolisian toko toko spare part dan bengkel bengkel harus dikenakan sanksi dan denda yg jika dihitung lumayan utk pemasukan negara razia di rumah rumah kontrakan dan kost itu banyak motor knalpot brong di sana pasang mata mata memantau toko spare part dan bengkel yg memasang knalpot brong lumayan hasilnya untuk pemasukan negara sekalian memberantas hal hal mudarat di masyarakat,positive,2
cqVq6jZn0CM,Lanjutkan,lanjutkan,positive,2
NzMXdwZm8B0,Akun yutube anak ku hilang. Padahal isinya video2 Salawat. Ankki jadi nangis kerena video salawat dan video klip yg dibuatnya hilang beserta akunnya😢😢😢😢,akun yutube anak ku hilang padahal isinya video2 salawat ankki jadi nangis kerena video salawat dan video klip yg dibuatnya hilang beserta akunnya,negative,0
vk2Ynj24qNA,Gak gitu juga kasihan buat yg nabung beli hp mereka pake duit itu pun mereka mati Matian buat beli ini pun malah Batasin coba kalo anak 13 tahun nonton YouTube kids gak lucu kan <br>Pemerintah enak tinggal baut <br>Peraturan ajah giliran judol slot penipuan gak di urusin <br>Ini yg baut negara Kita GK maju maju pemerintah nya gini😂😂,gak gitu juga kasihan buat yg nabung beli hp mereka pake duit itu pun mereka mati matian buat beli ini pun malah batasin coba kalo anak 13 tahun nonton youtube kids gak lucu kan pemerintah enak tinggal baut peraturan ajah giliran judol slot penipuan gak di urusin ini yg baut negara kita gk maju maju pemerintah nya gini,negative,0
NzMXdwZm8B0,Judi SMA DPR GK di urusi dulu lh in malah gini dlu yg di pentingkan😡,judi sma dpr gk di urusi dulu lh in malah gini dlu yg di pentingkan,negative,0
2BdXibzPPyc,Untung akun gua dibawah kendali ortu🗿😹,untung akun gua dibawah kendali ortu,neutral,1
TdyE62mSXx0,Mau mengurangi yg protes kayaknya nih,mau mengurangi yg protes kayaknya nih,negative,0
iLERE4VmtZc,Setuju buk,setuju buk,positive,2
C8XBDjbPNNU,Nggk punya kerja&#39;an😂😂😂😂,nggk punya kerjaan,neutral,1
V_mvjaonG-w,"sangat setuju,sempat saya buat akun facebook,awalnya sayapun berat membuat akun apapun,tetapi karena dorongan teman kubuat juga,dan kututup sudah hampir 4 tahun,karena menurutku tidak memberi pengaruh positif,putrikupun kularang buat akun apapun,karena merusak,instagram katanya,untuk pertemanan sesama rekan sekolah katanya,lalu kubilang tetap mama awasi,karena sangat memberi pengaruh jelek,tiktoklah,benar-benar merusak.jadi kubilang,cuman WA saja,biar buat komunikasi.orang-orang diatas umur 16 tahun saja,bisa rusak karena akun-akun,apalagi dibawah umur 16 tahun,e....benar-benar rusak.",sangat setujusempat saya buat akun facebookawalnya sayapun berat membuat akun apapuntetapi karena dorongan teman kubuat jugadan kututup sudah hampir 4 tahunkarena menurutku tidak memberi pengaruh positifputrikupun kularang buat akun apapunkarena merusakinstagram katanyauntuk pertemanan sesama rekan sekolah katanyalalu kubilang tetap mama awasikarena sangat memberi pengaruh jelektiktoklahbenarbenar merusakjadi kubilangcuman wa sajabiar buat komunikasiorangorang diatas umur 16 tahun sajabisa rusak karena akunakunapalagi dibawah umur 16 tahunebenarbenar rusak,positive,2
19eKDDkJt6w,Jangan dihapus roblox,jangan dihapus roblox,negative,0
TdyE62mSXx0,ba**t  kita juga butuh hibulan,bat kita juga butuh hibulan,negative,0
0Sa4S97M-uM,Judo tuhl yang paling meresahkan,judo tuhl yang paling meresahkan,neutral,1
lM-QZ4uCXuk,Kalo beneran kita harus ngapain bengong gitu😢,kalo beneran kita harus ngapain bengong gitu,negative,0
2BdXibzPPyc,"PERHATIAN:BACA!!! <br>woyyyy ini tuh bukan DIBLOKIR ya bre... <br>tapi dibatasi<br>kalo diblokir yang ada dihujat bocil 16 kebawah<br>jadi akun lu masih ada walau kita gak bisa liat akun kita sendiri... <br>Kita tinggal nunggu umur 16 , nanti di kembaliin yaa guys, <br><br><b>tapi bisa diakalin pake memalsukan umur akun</b><br><br>catatan:yang pake hp ortu:awikwokwikwok aman banget",perhatianbaca woyyyy ini tuh bukan diblokir ya bre tapi dibatasikalo diblokir yang ada dihujat bocil 16 kebawahjadi akun lu masih ada walau kita gak bisa liat akun kita sendiri kita tinggal nunggu umur 16 nanti di kembaliin yaa guys tapi bisa diakalin pake memalsukan umur akuncatatanyang pake hp ortuawikwokwikwok aman banget,neutral,1
R1hQwelEGvU,Kita demo saja,kita demo saja,negative,0
NzMXdwZm8B0,"jgn salah paham woiii, kata perintah cuma di batasiiiii bukan selamanya aaaa😹😹",jgn salah paham woiii kata perintah cuma di batasiiiii bukan selamanya aaaa,positive,2
