video_id,comment,clean_comment
LSrWXE05LNY,Birain rakyatnya bebas napa siii😡😡😡😡😡 sok asikkk,birain rakyatnya bebas napa siii sok asikkk
LSrWXE05LNY,Uuuuuuuuuuuuuu pemerintah macam apa ini  masak gara² mukena pink doang roblox di hapus kasian adek ku nangis kamu gak kasian sama adek ku dia udah gak punya ayah lo pemerintah dasar pemerintah tua  😂😂😂😂😂😂😂😂😂😂😂😂<br> Uuuuuuuuuuuuuuuuuuuuuuuupemerintah tuaaaaaaaaa,uuuuuuuuuuuuuu pemerintah macam apa ini masak gara mukena pink doang roblox di hapus kasian adek ku nangis kamu gak kasian sama adek ku dia udah gak punya ayah lo pemerintah dasar pemerintah tua uuuuuuuuuuuuuuuuuuuuuuuupemerintah tuaaaaaaaaa
LSrWXE05LNY,"Heeeey pemerintah tholol <br>Banyak orang butuh hiburan kalo di batasi anak anak akan meninggal masal<br>Jangan dibatasi napa <br>YouTube,TikTok.roblox,x bisa buat belajar<br>Anak anak bisa belajar di yutebe apalagi nonton berita<br>Banyak orang dan yautuber gak terima pengadilan nya menurun<br>Jangan dibatasi napa pemerintah tholol🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬<br>Yang gak setuju like",heeeey pemerintah tholol banyak orang butuh hiburan kalo di batasi anak anak akan meninggal masal jangan dibatasi napa youtube tiktok roblox x bisa buat belajar anak anak bisa belajar di yutebe apalagi nonton berita banyak orang dan yautuber gak terima pengadilan nya menurun jangan dibatasi napa pemerintah tholol yang gak setuju like
LSrWXE05LNY,Eh geme mobalejen kan bunuh bunuh kenapa roblox kan gunung  dan matematika goblok ke napa jugak youtube gak ada aneh aneh kan goblok😡😡🤬,eh geme mobalejen kan bunuh bunuh kenapa roblox kan gunung dan matematika goblok ke napa jugak youtube gak ada aneh aneh kan goblok
LSrWXE05LNY,alah dasar k,alah dasar k
LSrWXE05LNY,KAN HP KAMI BULAN HP LO APA HAK NYA LO YG NGATUR HP KAMI HAH!!!!!!! SOSMED DI DILARANG LALU BAGAI MANA CARA KAMI HASILKAN UANG KAMI JUGA HASIL KAN UANG DARI SOSMED!!!!!!!!!!!!!!! KALAU SOSMED DIHAPUS MAU KASIH KAMI UANG HAH!!!!,kan hp kami bulan hp lo apa hak nya lo yg ngatur hp kami hah sosmed di dilarang lalu bagai mana cara kami hasilkan uang kami juga hasil kan uang dari sosmed kalau sosmed dihapus mau kasih kami uang hah
LSrWXE05LNY,Memang pemerintah anjik gokboa memang itu hoaxxxxxxxxx😂😂😂😂😂😂😂😂😂😂😂😂😂😂❤😂😂😂😂😂😂😂😂😂😂😂😂😂,memang pemerintah anjik gokboa memang itu hoaxxxxxxxxx
LSrWXE05LNY,nggak adil  giliran keropsi nggak di berentikan aku aja  di bolehhi sama mama aku main roblox dan topup sebanyak mungkin,nggak adil giliran keropsi nggak di berentikan aku aja di bolehhi sama mama aku main roblox dan topup sebanyak mungkin
LSrWXE05LNY,Urusin dulu judi !!!! Anyin# emang Roblox medsos 😹😹😹,urusin dulu judi anyin emang roblox medsos
LSrWXE05LNY,demo pls DEMO!!!! PERAMPASAN INI MAH!  MASA GW HARUS NUNGGU DARI 7 SAMPE 16 INI GIMANA SIH DEMO AJA LAH DEMO!!!!,demo pls demo perampasan ini mah masa gw harus nunggu dari 7 sampe 16 ini gimana sih demo aja lah demo
LSrWXE05LNY,Knp?harus di hapus sih ada banyak kenangan tau 😭😭😭😭,knp harus di hapus sih ada banyak kenangan tau
LSrWXE05LNY,"Heh ini namanya perampasan anj,gua udah cape² buat vt lu malah merampas akun kita,biar apa kaya gitu tolo* biar Indonesia negara paling tinggi iyaaaa gak kaya gitu juga cara mainnya!!! COBA HARGAI ANAK2 YANG SUDAH BERJUANG BUAT VT TAPI APA HASILNYA LU PERAMPAS GUA BENCI PEMERINTAH!!!!",heh ini namanya perampasan anj gua udah cape buat vt lu malah merampas akun kita biar apa kaya gitu tolo biar indonesia negara paling tinggi iyaaaa gak kaya gitu juga cara mainnya coba hargai anak2 yang sudah berjuang buat vt tapi apa hasilnya lu perampas gua benci pemerintah
LSrWXE05LNY,"youtube, titok salah apa aku suka banget ya sama youtube, tiktok ibu aku juga suka instagram,Facebook 🤬🤬🤬🤬😡😡😡😡👊👊👊👊",youtube titok salah apa aku suka banget ya sama youtube tiktok ibu aku juga suka instagram facebook
LSrWXE05LNY,DPR udah Korupsi Ngatur lagi,dpr udah korupsi ngatur lagi
LSrWXE05LNY,Pemerintah harusnya judi bukan YouTube sama Roblox sama semuanya,pemerintah harusnya judi bukan youtube sama roblox sama semuanya
LSrWXE05LNY,Kami sudah cape cape tapi anda merusak semua !!!!,kami sudah cape cape tapi anda merusak semua
LSrWXE05LNY,Ya tau YOUTUBE ITU BUAT NGEDATE TAPI SEKARANG YOUTUBE SUDAH BEDA SEKARANG BATALKAN INI!!!,ya tau youtube itu buat ngedate tapi sekarang youtube sudah beda sekarang batalkan ini
LSrWXE05LNY,Kenapa ANDA MEMBAUT BELIAU CEMAS!!!<br>MEREKA PUNYA HAK MEREKA SENDIRI!!!,kenapa anda membaut beliau cemas mereka punya hak mereka sendiri
LSrWXE05LNY,"Pemerintah larang judol dan korupsi  malah larang kesenangan anak anak dasar manusia tidak punya otak anak anak adalah sebuah kesenangan dan kegembiraan tapi dihancurkan oleh kalian kenapa harus begini kami saja sudah cape cape berjuang kenapa kita malah di salahi,bukannya orang dewasa lebih tidak waras dari pada anak anak,saya aja bikin konten  di saranin orang tua saya biar ga aneh aneh ,dan juga aku sudah capek capek buat tapi malah dapet berita seperti ini<br>CEPAT GAGAL RESMIKAN ANAK ANAK PUNYA MEDSOS<br>BIARKAN MEREKA SENANG",pemerintah larang judol dan korupsi malah larang kesenangan anak anak dasar manusia tidak punya otak anak anak adalah sebuah kesenangan dan kegembiraan tapi dihancurkan oleh kalian kenapa harus begini kami saja sudah cape cape berjuang kenapa kita malah di salahi bukannya orang dewasa lebih tidak waras dari pada anak anak saya aja bikin konten di saranin orang tua saya biar ga aneh aneh dan juga aku sudah capek capek buat tapi malah dapet berita seperti ini cepat gagal resmikan anak anak punya medsos biarkan mereka senang
LSrWXE05LNY,Woi lu kenapa gatur hidup orang ;<br><br>Emang masa  depan ku kamu yang urus/gatur njir,woi lu kenapa gatur hidup orang emang masa depan ku kamu yang urus gatur njir
LSrWXE05LNY,NYAMAN WOI,nyaman woi
LSrWXE05LNY,Hoax gak sih?,hoax gak sih
LSrWXE05LNY,Hu aku lacapek cape k buat akun malah disita setan orang itu capek aku bodoh kau cak kemacak baye hapushapus emang kau persiden habisa ngatur orang ha kami ada salah apa dengan kau idak kan bodoh 👿👿👿👿👿👿👿👿👿👿👿,hu aku lacapek cape k buat akun malah disita setan orang itu capek aku bodoh kau cak kemacak baye hapushapus emang kau persiden habisa ngatur orang ha kami ada salah apa dengan kau idak kan bodoh
LSrWXE05LNY,Diam pemerintah itu hoax,diam pemerintah itu hoax
LSrWXE05LNY,Lamban mengambil langkah 😂😂😂😂😂,lamban mengambil langkah
xOLutbfafBo,saya bilang lebih baik Indonesia tidak ush urus anak 2 bangun udh dukun Hamas teroris dan Iran lebih baik jangan seperti ini juga jangan KLO mau gini ortu yg di jaga saya tidak setuju,saya bilang lebih baik indonesia tidak ush urus anak 2 bangun udh dukun hamas teroris dan iran lebih baik jangan seperti ini juga jangan klo mau gini ortu yg di jaga saya tidak setuju
xOLutbfafBo,Semua permainan game online juga diblokir dong.,semua permainan game online juga diblokir dong
xOLutbfafBo,Batasi sosmed elit ngurus ju4i  korup9t0r sulit,batasi sosmed elit ngurus ju4i korup9t0r sulit
xOLutbfafBo,Ga setuju 😡,ga setuju
xOLutbfafBo,Gua liat tugas sekolah dari mana kalo ngak  WhatsApp,gua liat tugas sekolah dari mana kalo ngak whatsapp
xOLutbfafBo,Terus gua liat cara cara pas ada tugas seni kan gua liat nya di youtube,terus gua liat cara cara pas ada tugas seni kan gua liat nya di youtube
xOLutbfafBo,Mujur saya orang Malaysia selamatt,mujur saya orang malaysia selamatt
xOLutbfafBo,Apakah selamanya kalau gitu kam dari dlu saja,apakah selamanya kalau gitu kam dari dlu saja
xOLutbfafBo,"Terus koruptor di biarin aja nih, 😂😂 kocak emang",terus koruptor di biarin aja nih kocak emang
xOLutbfafBo,Jahat banget ih kan anak anak tidk bisa main hp lagi dasar orang jahat,jahat banget ih kan anak anak tidk bisa main hp lagi dasar orang jahat
xOLutbfafBo,Dingerin tuh kata pak gm,dingerin tuh kata pak gm
xOLutbfafBo,Paling nanti ada yang tantrum gak ada hp😭😭 sok asik anyjir,paling nanti ada yang tantrum gak ada hp sok asik anyjir
xOLutbfafBo,😭😭😭😭😭😭mana aku umur8lagi😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,mana aku umur8lagi
xOLutbfafBo,pemerintah gj njsss,pemerintah gj njsss
xOLutbfafBo,Hp gua rusak,hp gua rusak
xOLutbfafBo,Gua tau berita ini sekarag gak ada medsos karna roblox dihapus,gua tau berita ini sekarag gak ada medsos karna roblox dihapus
xOLutbfafBo,Berhati roblox udah dihapus sama berita,berhati roblox udah dihapus sama berita
xOLutbfafBo,Kalau gitu KLO udah boleh main hp nya tanggal berapa,kalau gitu klo udah boleh main hp nya tanggal berapa
xOLutbfafBo,Saya gaterima yuo tube diblokir saya belajar kreatif dari YouTube Saya belajar gambar dari YouTube masa mau diblokir <br>Walaupun saya di bawah 16 tahun YouTube yang buat saya kreatif,saya gaterima yuo tube diblokir saya belajar kreatif dari youtube saya belajar gambar dari youtube masa mau diblokir walaupun saya di bawah 16 tahun youtube yang buat saya kreatif
xOLutbfafBo,Kalok yang Utuk orang tua kayak mana dibhapus jugak,kalok yang utuk orang tua kayak mana dibhapus jugak
xOLutbfafBo,Jangan!! Ada guru online aku di TikTok nanti aku gk bisa belajar,jangan ada guru online aku di tiktok nanti aku gk bisa belajar
xOLutbfafBo,"Giman,nanti anak²ini untuk belajar is,pake HPnya wkwk.",giman nanti anak ini untuk belajar is pake hpnya wkwk
xOLutbfafBo,Ini bang akun FB aku umur 14 gappa kah kan aturan sistem FB nya umur 13 ke atas tapi pemerintah ta1 ini ngomongnya di bawah 16 tahun,ini bang akun fb aku umur 14 gappa kah kan aturan sistem fb nya umur 13 ke atas tapi pemerintah ta1 ini ngomongnya di bawah 16 tahun
xOLutbfafBo,"5 tahun gw buat dapat 1000 subscriber,terus ini video muncul, Dahlah capek gw.",5 tahun gw buat dapat 1000 subscriber terus ini video muncul dahlah capek gw
xOLutbfafBo,Kalo kita gak tau terus giaman kita mau tau 😢,kalo kita gak tau terus giaman kita mau tau
xOLutbfafBo,apasih sistem nya gak jelas sumpah,apasih sistem nya gak jelas sumpah
xOLutbfafBo,"apa apaan dah hp hp sendiri yang beli orang tua kok yang ngatur pemerintah, kita juga butuh medsos buat belajar hp hp nya siapa yang ngatur pemerintah",apa apaan dah hp hp sendiri yang beli orang tua kok yang ngatur pemerintah kita juga butuh medsos buat belajar hp hp nya siapa yang ngatur pemerintah
xOLutbfafBo,kalo anak kalian di umur dibawah 16 tahun gimana perasaan kalian hah kita ini pengen belajar untuk ujian dan kita harus belajar ilmu yang setuju like satu lagi untuk tau dunia bagaimana berkeliling gunung,kalo anak kalian di umur dibawah 16 tahun gimana perasaan kalian hah kita ini pengen belajar untuk ujian dan kita harus belajar ilmu yang setuju like satu lagi untuk tau dunia bagaimana berkeliling gunung
xOLutbfafBo,Pls jangan pls🙏🙏🙏😭😭😭,pls jangan pls
xOLutbfafBo,"ihh gk setuju lagian anak yg punya media sosial fi yt ngapain!?. prabowo nanam sawit sampe banyak org meninggal aja gak dilarang!!. mentang² lagian dpr juga korupsi lagian aku cuman main hp jumat, sabtu, ,minggu aj. kita juga tau nerita dari yt sma tt+juga vidionya ini di uplad di yt ane bgt sumpah liat napa negara!!!😡",ihh gk setuju lagian anak yg punya media sosial fi yt ngapain prabowo nanam sawit sampe banyak org meninggal aja gak dilarang mentang lagian dpr juga korupsi lagian aku cuman main hp jumat sabtu minggu aj kita juga tau nerita dari yt sma tt juga vidionya ini di uplad di yt ane bgt sumpah liat napa negara
xOLutbfafBo,Bukan kurangin koruptor malah dibatasi medsosnya ya masa kita cuman nonton TV doang kan nggak seru temen aku aja yang sedih,bukan kurangin koruptor malah dibatasi medsosnya ya masa kita cuman nonton tv doang kan nggak seru temen aku aja yang sedih
xOLutbfafBo,Gimana ini umur aku 6 thn 😭,gimana ini umur aku 6 thn
xOLutbfafBo,Meskipun roblox gaada masih ada minecraft buat kita mainin,meskipun roblox gaada masih ada minecraft buat kita mainin
xOLutbfafBo,Dasar korup,dasar korup
xOLutbfafBo,Anak anak cuma pengen belajar kenapa di ban sedangkan koruptor gak di ban,anak anak cuma pengen belajar kenapa di ban sedangkan koruptor gak di ban
xOLutbfafBo,Merusak mental anak² kalo ini mah,merusak mental anak kalo ini mah
xOLutbfafBo,Urusin judi online aja gimana?,urusin judi online aja gimana
xOLutbfafBo,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭<br>ya. allah aku salah apa  aku tau. HP itu merusak  mental emang  saya anak yang pernah juga di bully juga  . di jauhi karena ada alasanya karena sebab. katanya  egak. main. tik tok. engak main Roblox pokonya tik tok dan Roblox juga harus di blokir untuk anak rendah  umur dari16😢😢,ya allah aku salah apa aku tau hp itu merusak mental emang saya anak yang pernah juga di bully juga di jauhi karena ada alasanya karena sebab katanya egak main tik tok engak main roblox pokonya tik tok dan roblox juga harus di blokir untuk anak rendah umur dari16
xOLutbfafBo,Jangan dong kami jugak ad belajar di medsos 😭😭,jangan dong kami jugak ad belajar di medsos
xOLutbfafBo,Koruptor di biarin anak-anak kagak buset inilah tidak keadilan indo,koruptor di biarin anak anak kagak buset inilah tidak keadilan indo
xOLutbfafBo,Masalahnya anak² tuh kalo bikin akun tiktok di tua-tuain usianya.,masalahnya anak tuh kalo bikin akun tiktok di tua tuain usianya
xOLutbfafBo,Kalo asli juga bakal banyak yg nonton 😂,kalo asli juga bakal banyak yg nonton
xOLutbfafBo,harus nunggu deh 😭,harus nunggu deh
xOLutbfafBo,Bodoamat bacot nyenyenyenye😜😜😜😜😜😜🖕🖕🖕,bodoamat bacot nyenyenyenye
xOLutbfafBo,gak usah ngatur deh,gak usah ngatur deh
xOLutbfafBo,Aku umur 20 tahun aku punya pacar ya jadi nikah ya bulan Desember ya musak,aku umur 20 tahun aku punya pacar ya jadi nikah ya bulan desember ya musak
xOLutbfafBo,Yang gak setuju sini ngumpul,yang gak setuju sini ngumpul
xOLutbfafBo,Gak adik nih masa gini sih,gak adik nih masa gini sih
xOLutbfafBo,Lah korup dibiarin gmn sih?,lah korup dibiarin gmn sih
xOLutbfafBo,Hp yang beli orang tua kenapa kamu guru sik,hp yang beli orang tua kenapa kamu guru sik
xOLutbfafBo,Ngo nyepi nyihh 😂,ngo nyepi nyihh
aZEtsruDoQc,bundaaaaaaaaaaaaaaaa 😭😭😭😭😭,bundaaaaaaaaaaaaaaaa
aZEtsruDoQc,padahal aku mau main Roblox 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,padahal aku mau main roblox
aZEtsruDoQc,aku azkiya masih anak anak ❤️🧡💛💚🩵💙💜🤎🖤🩶🤍🩷🩸💧🌈🎀,aku azkiya masih anak anak
aZEtsruDoQc,Kesel banget,kesel banget
aZEtsruDoQc,Kesel kesel kesel kesel kesel,kesel kesel kesel kesel kesel
aZEtsruDoQc,Aku kesel,aku kesel
aZEtsruDoQc,Pembohong huuuu,pembohong huuuu
aZEtsruDoQc,"Shit, MASA ANAK ANAK TAK BERSALAH KAYAK KAMI INI KENA BLOKIR, KONTENNYA YANG DI BLOKIR!!!!!!",shit masa anak anak tak bersalah kayak kami ini kena blokir kontennya yang di blokir
aZEtsruDoQc,Yg ini ok Bu menteri...sangat bagus...dlu bgmana dg judol.ibu...ini sepertinya kok GK kelar kelar Bu...jaringan ini rupanya kok kuat sekali ya...sampai kabupaten pun...banyak admin admin siluman Bu...apa mungkin aparat juga ada yg ikutan juga...ini SDH mau 12 tahun LBH kyaknya Bu...blm habis juga... kpn bisa 00000000 ...zero zero zero😅😅😅,yg ini ok bu menteri sangat bagus dlu bgmana dg judol ibu ini sepertinya kok gk kelar kelar bu jaringan ini rupanya kok kuat sekali ya sampai kabupaten pun banyak admin admin siluman bu apa mungkin aparat juga ada yg ikutan juga ini sdh mau 12 tahun lbh kyaknya bu blm habis juga kpn bisa 00000000 zero zero zero
aZEtsruDoQc,Aneh merusak kebahagiaan bocil bocil Roblox yang senang dengan hiburan para vocil,aneh merusak kebahagiaan bocil bocil roblox yang senang dengan hiburan para vocil
aZEtsruDoQc,Hoah sekarang aja  udah tanggal 1,hoah sekarang aja udah tanggal 1
aZEtsruDoQc,Sumpah gw kayak pengen tendang itu ibu pas dia bilang &quot;Untuk merebut kembali masa depan anak2 kita&quot; 😂😂,sumpah gw kayak pengen tendang itu ibu pas dia bilang untuk merebut kembali masa depan anak2 kita
aZEtsruDoQc,Hoaaaxxxx,hoaaaxxxx
aZEtsruDoQc,"Tujuan utamanya adalah : anak anak beralih bermain game online dan judi online,,,baca disitu,,,soalnya game online dan judi online malahan di perbanyak oleh komdigi😂😂😂😂",tujuan utamanya adalah anak anak beralih bermain game online dan judi online baca disitu soalnya game online dan judi online malahan di perbanyak oleh komdigi
aZEtsruDoQc,Bagaimana dengan impian saya,bagaimana dengan impian saya
aZEtsruDoQc,"Bagaimana dengan judi ?? .... Kakkk bagaimana judi ??? Kan judi dosa. Roblox, tiktok, YouTube itu cita-cita anak jadi tiktokker , yau tuber kakkk harus nyaa judi juga di hapus kannn benerrr yaaaa kakkk tolongggggg jadi menurut. Gem itu aplikasi itu gak baik tapi ada gunanya lohhhh Yau tube itu untuk cari karyaaa kannnn informasi kannn kannnn kannn kann iya kannnn",bagaimana dengan judi kakkk bagaimana judi kan judi dosa roblox tiktok youtube itu cita cita anak jadi tiktokker yau tuber kakkk harus nyaa judi juga di hapus kannn benerrr yaaaa kakkk tolongggggg jadi menurut gem itu aplikasi itu gak baik tapi ada gunanya lohhhh yau tube itu untuk cari karyaaa kannnn informasi kannn kannnn kannn kann iya kannnn
aZEtsruDoQc,Kalau lu sampai ngebacot in Roblox sama susunan sosial lainnya aku terus gunanya HP untuk apa Gue tanya Lu kalau Lu beneran ngebatalin semua itu gua bakal samperin ke rumah lu ngajak demo teman-teman gua ke rumah luBakal Bakal hancur Hahaha 😂😂😂😂😂😂😂😂😂😂😂😂😂,kalau lu sampai ngebacot in roblox sama susunan sosial lainnya aku terus gunanya hp untuk apa gue tanya lu kalau lu beneran ngebatalin semua itu gua bakal samperin ke rumah lu ngajak demo teman teman gua ke rumah lubakal bakal hancur hahaha
aZEtsruDoQc,"LU BILANG DARIPADA MENUMBALKAN MASA KECIL ANAK, LAH LU MALAH MENUMBALKAN SENYUMAN DAN HIBURAN KITA!!!!!!!!",lu bilang daripada menumbalkan masa kecil anak lah lu malah menumbalkan senyuman dan hiburan kita
aZEtsruDoQc,Yg pake akun bapak?,yg pake akun bapak
aZEtsruDoQc,Animasi kreatif semua hilang😢😢😢,animasi kreatif semua hilang
aZEtsruDoQc,Plese lah urusin dulu orang orang korupsi lah,plese lah urusin dulu orang orang korupsi lah
aZEtsruDoQc,Kami sangat sangat tidak setuju karena Indonesia adalah salah satu negara yang memiliki banyak anak berhobi bermain Roblox dan medsos,kami sangat sangat tidak setuju karena indonesia adalah salah satu negara yang memiliki banyak anak berhobi bermain roblox dan medsos
aZEtsruDoQc,gini YouTuber butuh penonton dan like nanti YouTuber mau kerja dimana di mbg,gini youtuber butuh penonton dan like nanti youtuber mau kerja dimana di mbg
aZEtsruDoQc,GAK SETUJU KOK GAME JUDI KAGAK KENA BODOH LU INI BUKAN BUAT KEAMANAN TAPI BIKIN ANAK STREES NANTI KALO ANAK NYA MALAH MAIN GAME JUDI KAN GAK LUCU MENDING LU NONAKTIFKAN GAME JUDI JUDI LEBIH BERBAHAYA LU BILANG LEBIH BAIK BAIK BAPAK KAU,gak setuju kok game judi kagak kena bodoh lu ini bukan buat keamanan tapi bikin anak strees nanti kalo anak nya malah main game judi kan gak lucu mending lu nonaktifkan game judi judi lebih berbahaya lu bilang lebih baik baik bapak kau
aZEtsruDoQc,aku aja masih 7 tahun bisa main roblox yeee,aku aja masih 7 tahun bisa main roblox yeee
aZEtsruDoQc,Medingan mobellejen kan,medingan mobellejen kan
aZEtsruDoQc,"aku gk mau kehilangan roblox ku aku robux ada 993k lagi masih banyak sama youtube aku suka belajar dari youtube<a href=""UCkszU2WH9gy1mb0dV-11UJg/7cIfY5niDOmSkNAP08CA6A4""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/7cIfY5niDOmSkNAP08CA6A4""></a>😭😭☹☹😭😭😭😭😭😭",aku gk mau kehilangan roblox ku aku robux ada 993k lagi masih banyak sama youtube aku suka belajar dari youtube
aZEtsruDoQc,YouTube buat lihat film bioskop mohon jangan di hapus YouTube nya,youtube buat lihat film bioskop mohon jangan di hapus youtube nya
aZEtsruDoQc,kenapa roblox doang ff game yang mengajarkan anak anak tembak tembakan ml pupj gimana tuh kan ga adil harusnya ff ml sama pupj juga dibaned,kenapa roblox doang ff game yang mengajarkan anak anak tembak tembakan ml pupj gimana tuh kan ga adil harusnya ff ml sama pupj juga dibaned
aZEtsruDoQc,Terus gimana robux kita rugi beli robux dong,terus gimana robux kita rugi beli robux dong
aZEtsruDoQc,Demo Soekarno,demo soekarno
aZEtsruDoQc,Aneh ini hoaxs 😂😂😂😂😂,aneh ini hoaxs
aZEtsruDoQc,Ga mungkin,ga mungkin
aZEtsruDoQc,"🙄 &quot;Konoha cemetary, share location&quot; 😪",konoha cemetary share location
aZEtsruDoQc,Roblox gk aman judol malah diamanin,roblox gk aman judol malah diamanin
aZEtsruDoQc,Aku nonton apa dong disuruh nonton derama  di aplikasi lain kah😢,aku nonton apa dong disuruh nonton derama di aplikasi lain kah
aZEtsruDoQc,Caper caper huuu caper balik ke masa pria solo aja ah,caper caper huuu caper balik ke masa pria solo aja ah
aZEtsruDoQc,Salah pikih persiden kah kita,salah pikih persiden kah kita
aZEtsruDoQc,Tapi kalo udah umur 17 tahun akun Roblox kita kembali kah,tapi kalo udah umur 17 tahun akun roblox kita kembali kah
aZEtsruDoQc,Sia sia gw ngedit jam 7 sampe jam 9😌,sia sia gw ngedit jam 7 sampe jam 9
aZEtsruDoQc,Hdck2 shares me with this vid he&#39;s sad,hdck2 shares me with this vid he s sad
aZEtsruDoQc,Heh  kita kalo nonton YouTube yg baik baik kalo gw nontonya sejarah ilmu edukasi kalo YouTube di ban kita cari ilmunya dari mana sekolah belum lengkap cerita sejarahnya ini sedang menuju indonesia emas atau sedang menuju indonesia (c)emas,heh kita kalo nonton youtube yg baik baik kalo gw nontonya sejarah ilmu edukasi kalo youtube di ban kita cari ilmunya dari mana sekolah belum lengkap cerita sejarahnya ini sedang menuju indonesia emas atau sedang menuju indonesia c emas
aZEtsruDoQc,Tapi kenapa judi masi ada tapi 8 avikasa pasti di batasi tapi ada daera sumur cari air besing  gak bantu sama pemerita selama 80 tahu tapi ada youtuber yaitu bang widang bantu permuda cari air besir gimana sik pemerita gak bantu daera yang kesusaha cari air benii,tapi kenapa judi masi ada tapi 8 avikasa pasti di batasi tapi ada daera sumur cari air besing gak bantu sama pemerita selama 80 tahu tapi ada youtuber yaitu bang widang bantu permuda cari air besir gimana sik pemerita gak bantu daera yang kesusaha cari air benii
aZEtsruDoQc,"Gw Engga sih, seharusnya kalo ada pemblokiran gitu pasti bakal ada yang akunnya udah tua tapi yang pake bocilkan?, terus juga kalo mau blokir gitu jangan langsung blokir seharusnya KOMINFO harus mendapatkan restu dari orang tuanya, bisa aja ada yang butuh banget tapi gabisa dipake lagi karena di blokir sama KOMINFO ANJ",gw engga sih seharusnya kalo ada pemblokiran gitu pasti bakal ada yang akunnya udah tua tapi yang pake bocilkan terus juga kalo mau blokir gitu jangan langsung blokir seharusnya kominfo harus mendapatkan restu dari orang tuanya bisa aja ada yang butuh banget tapi gabisa dipake lagi karena di blokir sama kominfo anj
aZEtsruDoQc,"I&#39;m English, so I definitely don&#39;t know either, right?😢",i m english so i definitely don t know either right
aZEtsruDoQc,Padahal aku suka Roblox 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,padahal aku suka roblox
aZEtsruDoQc,Raksasa bapakmu,raksasa bapakmu
aZEtsruDoQc,Plias jangann🙏🙏😭😭😭😭,plias jangann
aZEtsruDoQc,Gua kasih nilai 0,gua kasih nilai 0
aZEtsruDoQc,"Namun yang tidak memakai buat keburukan ya gimana? Harusnya orang tua damping anak mereka, malah langsung diberi akses penuh tanpa mendampingi. Jadinya orang yang tidak memakai buat yang tidak baik jadi kena seperti saya.",namun yang tidak memakai buat keburukan ya gimana harusnya orang tua damping anak mereka malah langsung diberi akses penuh tanpa mendampingi jadinya orang yang tidak memakai buat yang tidak baik jadi kena seperti saya
aZEtsruDoQc,Kalau FF nggak?,kalau ff nggak
aZEtsruDoQc,Setuju ga si,setuju ga si
aZEtsruDoQc,yang pake family link gimana? apa bakal keblokir juga?,yang pake family link gimana apa bakal keblokir juga
aZEtsruDoQc,Roblox: perintah apa si,roblox perintah apa si
aZEtsruDoQc,Roblox : aaaaaagggggg!!!!!!,roblox aaaaaagggggg
aZEtsruDoQc,Apaan pemeeintah korupsi malah blokir roblox !😡😡😡😡,apaan pemeeintah korupsi malah blokir roblox
aZEtsruDoQc,OH NOOOOOOOOOOOOOO,oh noooooooooooooo
aZEtsruDoQc,Balik lagi ke 90an,balik lagi ke 90an
aZEtsruDoQc,DEMO DEMO DEMO YUUuuuUUk,demo demo demo yuuuuuuuk
aZEtsruDoQc,Oh tapi kenapa anak saya dapat nilai bagus mulu yang penting itu masih ada  banyak waktu belajar bukan diblokir secara tegas ini namanya pemaksaan,oh tapi kenapa anak saya dapat nilai bagus mulu yang penting itu masih ada banyak waktu belajar bukan diblokir secara tegas ini namanya pemaksaan
aZEtsruDoQc,Plis mbak saya butuh semua itu Karana anak saya cari duit untuk beli beras karna kita orang biasa plissss🙏🏻🙏🏻🙏🏻🙏🏻,plis mbak saya butuh semua itu karana anak saya cari duit untuk beli beras karna kita orang biasa plissss
aZEtsruDoQc,Saya tidak terima,saya tidak terima
aZEtsruDoQc,Cyberbullying?kalo ada anak yang dibully yang dikurung anaknya bukan bullynya?,cyberbullying kalo ada anak yang dibully yang dikurung anaknya bukan bullynya
aZEtsruDoQc,"Umur gw di akun Roblox 15 tahun, tinggal nunggu 3 bulan lagi tapi dah kepepet, bisa sih ubah tanggal cuman perlu password dan gw lupa😅",umur gw di akun roblox 15 tahun tinggal nunggu 3 bulan lagi tapi dah kepepet bisa sih ubah tanggal cuman perlu password dan gw lupa
aZEtsruDoQc,Kan masih bisa di palsuin min tahun lahirnya bikin di email nya,kan masih bisa di palsuin min tahun lahirnya bikin di email nya
aZEtsruDoQc,Keputusan Paling Bodoh Yang Pernah Ku Dengar...,keputusan paling bodoh yang pernah ku dengar
aZEtsruDoQc,MASA ROBUX KU YANG 300 HILANG BEGITU SAJA???,masa robux ku yang 300 hilang begitu saja
aZEtsruDoQc,Yang mau demo silahkan,yang mau demo silahkan
